1;arms_factory;840.00;10.25;1577.00;2.47;0
1;arms_factory;915.00;10.40;1586.00;5.14;0
1;arms_factory;898.00;10.57;1505.00;0.41;0
1;arms_factory;870.00;10.43;1540.00;4.54;0
1;arms_factory;838.00;10.50;1544.00;0.92;0
1;arms_factory;940.00;10.53;1600.00;2.48;0
1;industrial_complex;940.00;10.50;1549.00;5.14;0
1;industrial_complex;891.00;10.73;1543.00;2.98;0
1;industrial_complex;797.00;10.28;1552.00;4.19;0
1;industrial_complex;798.00;10.18;1582.00;0.92;0
1;industrial_complex;876.00;10.55;1565.00;3.59;0
1;industrial_complex;852.00;10.28;1574.00;6.25;0
1;air_base;907.00;10.65;1509.00;2.64;0
1;naval_base;786.00;9.50;1615.00;-2.27;18738
1;naval_base;861.00;10.10;1575.00;-2.98;18409
1;naval_base;794.00;10.13;1556.00;-2.11;17832
1;naval_base;900.00;10.25;1609.00;-3.46;18015
1;naval_base;824.00;10.10;1588.00;-2.92;18906
1;naval_base;792.00;9.50;1546.00;-1.57;17832
1;naval_base;813.00;10.13;1601.00;-4.25;18906
1;naval_base;915.00;10.25;1612.00;-2.82;18015
1;naval_base;794.00;9.50;1572.00;-1.97;17832
1;naval_base;791.00;9.82;1592.00;-1.57;17832
1;naval_base;878.00;9.50;1591.00;-0.79;18409
1;naval_base;842.00;10.28;1583.00;-2.98;18906
1;naval_base;817.00;10.10;1593.00;-3.66;18906
1;naval_base;792.00;9.50;1590.00;-1.37;17832
1;naval_base;944.00;10.30;1621.00;-3.14;18015
1;naval_base;854.00;10.10;1580.00;-3.61;18409
1;naval_base;880.00;10.40;1581.00;-3.06;18409
1;naval_base;890.00;9.70;1585.00;-0.79;18409
1;bunker;800.00;10.35;1549.00;4.77;0
1;bunker;824.00;10.53;1553.00;0.04;0
1;bunker;872.00;10.45;1574.00;4.17;0
1;bunker;918.00;10.45;1603.00;5.37;0
1;bunker;897.00;10.78;1528.00;3.21;0
1;bunker;805.00;10.20;1535.00;6.23;0
1;bunker;924.00;10.15;1577.00;1.16;0
1;bunker;817.00;10.20;1572.00;5.28;0
1;bunker;923.00;10.55;1561.00;0.55;0
1;bunker;941.00;10.35;1579.00;3.22;0
1;bunker;795.00;10.55;1611.00;5.88;0
1;bunker;867.00;10.55;1541.00;3.73;0
1;bunker;805.00;10.10;1591.00;3.83;0
1;bunker;883.00;10.28;1591.00;1.67;0
1;bunker;810.00;10.45;1554.00;4.33;0
1;bunker;951.00;10.38;1610.00;0.71;0
1;bunker;902.00;10.65;1515.00;3.73;0
1;bunker;880.00;10.50;1514.00;0.11;0
1;bunker;941.00;10.45;1604.00;2.78;0
1;bunker;953.00;10.40;1570.00;5.44;0
1;bunker;929.00;10.25;1555.00;2.17;0
1;bunker;924.00;10.60;1591.00;4.84;0
1;bunker;919.00;10.40;1590.00;1.23;0
1;bunker;936.00;10.45;1541.00;2.78;0
1;bunker;948.00;10.48;1586.00;0.62;0
1;bunker;859.00;10.60;1547.00;1.83;0
1;bunker;896.00;10.60;1565.00;5.95;0
1;bunker;807.00;10.13;1578.00;2.68;0
1;bunker;893.00;10.57;1511.00;3.90;0
1;bunker;916.00;10.43;1572.00;1.73;0
1;bunker;855.00;10.70;1536.00;4.40;0
1;bunker;904.00;10.40;1566.00;5.96;0
1;bunker;850.00;10.55;1548.00;2.34;0
1;bunker;842.00;10.80;1540.00;0.18;0
1;bunker;880.00;10.43;1558.00;1.39;0
1;bunker;879.00;10.57;1555.00;4.40;0
1;bunker;890.00;10.70;1546.00;0.79;0
1;bunker;890.00;10.53;1497.00;4.91;0
1;bunker;790.00;10.25;1599.00;0.18;0
1;bunker;891.00;10.45;1597.00;2.85;0
1;bunker;856.00;10.82;1527.00;0.69;0
1;bunker;852.00;10.15;1568.00;1.90;0
1;bunker;928.00;10.23;1613.00;4.91;0
1;bunker;819.00;10.82;1542.00;1.29;0
